Venue_Name,Bedroom,Minimum_Price,Maximum_Price,Guest_Include,Venue_Type,Dining_Capacity,Reciption_Capacity,Stablished
Backwell House ,12:00 PM,60,60,9,18,Honeymoon Suite,10:00 AM,
The Reading Irish Centre,Yes,£7,Conference Centre,175,200,1990,More than 50,
Froyle Park,2015,Country House,300,300,27,64,Honeymoon Suite,
Old Forde House,Yes,Country House,65,65,12:00 PM,05:00 PM,Between 30 and 50,
Camberley Heath Golf Club,Yes,Golf Course,120,200,06:30 AM,1913,More than 50,
Balcombe Place,10:00 AM,Country House,350,350,7,14,Honeymoon Suite,
Great Western Hotel,11:00 PM,130,200,66,4,Honeymoon Suite,08:00 AM,
Whalton Manor,12:00 PM,Garden,250,250,3,6,10:00 AM,
The Grange & Links Hotel,,£30,£65,20,,,,
The View Hotel Eastbourne,,120,180,Honeymoon Suite,1976,More than 50,2,
Scott's,,Pub,40,50,Between 30 and 50,Yes,,
"The Priory Hotel, Lincolnshire",12:00 PM,50,100,9,20,Honeymoon Suite,12:00 AM,
Hulme Hall,,£29,£29,Conference Centre,250,,,
Stapleford Park Country House Hotel & Sporting Estate,Honeymoon Suite,£128,£188,Country House,180,200,55,
The Barn at Alswick,09:00 AM,Barn,130,200,7,14,Honeymoon Suite,5
Bracklesham Barn,,Barn,100,120,09:00 AM,,,
Whitsand Bay Fort,10:00 PM,120,250,3,6,Honeymoon Suite,02:00 PM,
Longton Wood,Between 10 and 30,Woodland ,200,500,06:00 AM,06:00 AM,2016,
Holiday Inn Aylesbury,10:00 AM,City Hotel,90,130,139,3,Honeymoon Suite,
Hackney Town Hall,More than 50,Town Hall,250,550,10:00 AM,01:00 AM,2010,
Wells Town Hall,Yes,Town Hall,120,180,09:00 AM,11:00 PM,More than 50,
The Cricket Centre,2005,Sporting Venue,60,100,Changing Only,09:00 PM,11:30 PM,
The Decorium,15,800,800,Changing Only,12:00 AM,12:00 PM,More than 50,
Harborne Golf Club,11:00 AM,£10,£80,60,Golf Course,100,140,15
"The Bull Hotel, Gerrards Cross",Yes,130,220,150,300,Honeymoon Suite,More than 50,
The Hetton Centre,Between 30 and 50,Wedding,80,120,Changing Only,06:00 PM,2003,
10 Union Street,Yes,£1,£120,120,220,220,1900,
Drayton Village Hall,Between 30 and 50,Village Hall,145,200,09:00 PM,11:59 PM,1975,
Didcot Civic Hall,5,Town Hall,250,250,10:00 AM,Between 10 and 30,Yes,
Heart Of England Conference and Events Centre,More than 50,Conference Centre,650,650,15,Honeymoon Suite,2001,
St Elizabeth's House,Yes,140,140,15,Honeymoon Suite,1900,More than 50,
The Conservatory at Painshill,Yes,320,400,10:00 AM,12:00 AM,1989,More than 50,
Dovecliff Hall Hotel,11:00 AM,Country House,100,140,15,30,Honeymoon Suite,
"The Crown Hotel, Chertsey",More than 50,75,120,49,120,07:00 AM,1999,
The Great Barn ,More than 50,Barn,160,160,08:00 AM,12:00 PM,2004,
The Sail Loft ,2014,"£1,500",Pub,70,200,09:00 AM,11:00 PM,
Brighton College,,City Hotel,156,156,,,,
Gomersal Lodge Hotel,14,£19,10,Country House,300,300,7,Yes
"The Orangery, Maidstone",More than 50,Garden,150,250,7:00 AM,12:00 AM,1900,
The White Swan Inn,, Pub,90,120,20,,,
"The Riviera Hotel, Weymouth",,250,250,90,More than 50,Yes,,
Crockstead Farm Hotel,,Barn,120,120,12,24,Standard Room,
"Weston Park, Shropshire",1986,Country House,120,120,28,54,Honeymoon Suite,
Best Western Wynnstay Hotel,,£42,£120,60,180,200,Standard Room,
Hintlesham Hall,Yes,£80,£95,Country House,90,180,Honeymoon Suite,
Ludlow Castle,09:00 AM,Castle,60,100,6,13,Honeymoon Suite,
The Hedworth Hall,,"£2,020","£3,995",80,Country House,120,600,
Polpier and Penpol,,Country House,16,100,8,26,,
The Spiced Pear Hepworth,,Tea room,60,100,08:00 PM,,,
Winchester House Events,1989,£95,60,Private members club,100,150,11:00 AM,
Bury St Edmunds & Farmers Club,1947,£25,£100,Historic Wedding Venue,50,100,Invalid date,
Tillington Hall Hotel,180,£48,£67,60,"£2,000","£5,500",50,09:00 AM
Eversholt Hall,180,£20,£20,£85,40,Barn,150,Yes
Newhouse Estate,,Country House,102,102,Changing Only,Between 10 and 30,,
The Alverton Hotel,Honeymoon Suite,£60,50,Country House,120,180,55,
Ashdown Park Hotel & Country Club,,Country House,150,150,106,Honeymoon Suite,12:00 PM,
Cheshire View,1995,Garden,180,220,Changing Only,09:00 AM,12:00 AM,
Drayton Manor Park & Hotel,01:00 AM,120,250,148,2,Honeymoon Suite,09:00 AM,
The Cromwell Arms,200,£11,£37,£65,£75,60,Marquee,08:00 AM
Prince Philip House,"£30,000",£48,£100,£100,£180,50,"£5,000",09:00 AM
Somerset Yurts,10:00 AM,Barn,140,140,10,32,04:00 PM,
Hotel Rembrandt,"£5,250",£33,£35,£30,£35,25,"£2,250",Honeymoon Suite
Dale Head Hall Lakeside Hotel,32,£70,£125,2,45,300,16,
Goldstone Hall,More than 50,160,160,12,30,Honeymoon Suite,1985,
The Traddock,Honeymoon Suite,£85,£110,50,80,14,30,Yes
The Beverley Barn,Yes,Barn,120,170,Changing Only,2017,More than 50,
The Corinium Stadium,20,Sporting Venue,100,300,2002,More than 50,Yes,
Headlam Hall Hotel,,Country Hotel,120,140,38,76,Standard Room,
Loyton Lodge,10:00 AM,Country House,70,200,10,20,Honeymoon Suite,
Smallhythe Place,1947,Theatre,75,75,Changing Only,09:00 AM,08:00 PM,
The Richmond Gate Hotel & Leisure Club,Yes,£35,£120,30,100,68,1900,
"The King's Arms Hotel, Christchurch",More than 50,City Hotel,96,120,20,40,Honeymoon Suite,
Thurlestone Hotel,1896,100,100,65,Standard Room,09:00 AM,11:00 PM,
Charnock Farm Restaurant,12:00 PM,Barn,120,200,12,24,Honeymoon Suite,
The Crown Inn,Yes,Barn,80,150,10,Honeymoon Suite,More than 50,
11 Didsbury Park,,"£6,000",Country House,12,80,20,,
Bittenham Springs,12,£40,£250,Garden,250,250,6,
Woodhorn Museum,2006,Museum,120,200,Changing Only,09:00 AM,11:00 PM,
Syrencot,,Country House,150,150,12,Honeymoon Suite,1900,
The Atlantic Hotel,50,£6,£82,£158,40,"£4,555","£4,999",1892
Albert Halls Bolton ,08:00 AM,£25,£100,10,Town Hall,200,250,40
Pledgdon Barn,Yes,Barn,160,250,Changing Only,2000,More than 50,
The Carlyon Bay Hotel,220,£70,£120,60,"£6,430",60,City Hotel,More than 50
English Oak Vineyard Weddings,,Garden,200,200,07:00 AM,11:00 PM,2007,
Canonbury,12:00 PM,"£2,000","£11,000",Pub,100,150,11:00 AM,
Trebah Garden,3,Garden,10:00 PM,05:00 PM,2010,More than 50,Yes,
The Cottage,More than 50,£9,Pub,75,150,12:00 PM,2002,
Best Western Premier Yew Lodge Hotel,106,£21,£38,40,City Hotel,220,220,Yes
Thornbury Hall Rasoi,Changing Only,£50,£90,25,Country House,100,60,Yes
The Crypt,120,£45,£100,50,"£3,000",50,City Hotel,
Tudor House and Garden,Yes,Museum,35,09:00 AM,11:00 PM,1900,More than 50,
Hallgarth the Manor House Durham,,£56,Country House,180,240,24,Honeymoon Suite,
Decoy Ponds,,Garden,1900,,,,,
Zinnia Gardens,More than 50,Garden,500,1,Honeymoon Suite,09:00 AM,2006,
"Imperial Hotel, Norfolk",1933,£999,"£5,000",120,150,39,80,
Sandown Park Racecourse,21,£80,£120,60,Sporting Venue,550,700,Yes
Worsley Golf Club,"£5,995",£9,£25,£40,£60,40,"£3,995",12:00 AM
Crowne Plaza Felbridge - Gatwick,1924,£65,City Hotel,300,500,116,Honeymoon Suite,
Burley Manor,Honeymoon Suite,£100,4,Country House,80,120,40,
Naas Court Farm,2018,Barn,150,250,Changing Only,09:00 AM,12:00 PM,
Grand Pier,Yes,Museum,300,300,Changing Only,1904,More than 50,
Barnsdale Gardens,1900,£8,Garden,100,100,09:00 AM,12:00 AM,
Quay Arts,Between 30 and 50,Arts Centre and Cafe/Bar,80,120,09:00 AM,12:00 PM,1998,
Weddings at Romany,2,"£12,000",120,Barn,120,120,1,
Temple Guiting Manor,34,£70,£100,"£8,500","£12,000",34,Country House,04:00 PM
Newton Park Barn,01:00 AM,Barn,100,140,3,6,Honeymoon Suite,2
Oaklands Wedding Venue,12:00 PM,"£5,800","£7,800",Garden,250,300,09:00 AM,
Ivory Vaults,09:00 AM,£60,100,City Hotel,450,450,Changing Only,
Ocean Studios,,Grade 1 listed building,120,09:00 AM,11:00 PM,1900,Less than 10,
"Holiday Inn, Hull Marina",Honeymoon Suite,"£1,699","£4,999",100,180,100,282,Yes
Ipswich Hotel,1900,£40,£65,50,300,400,86,
The Craiglands Hotel & Spa ,Yes,£47,500,600,62,Honeymoon Suite,Between 30 and 50,
Regency Hotel,Honeymoon Suite,"£2,825","£6,000",50,120,140,111,Yes
Crabwall Manor Hotel and Spa,55,£59,£99,60,Country House,85,150,
Blackwell Grange,12:00 PM,Barn,150,150,1,2,Honeymoon Suite,
GreenAcre Events,Between 30 and 50,Garden,120,250,10:00 AM,12:00 PM,2010,
l'oscar london,Honeymoon Suite,£130,15,72,150,39,85,
"The Old Rectory Hotel, Shropshire",32,£60,£87,Country House,200,120,14,More than 50
Ampfield Golf & Country Club,09:00 AM,"£2,999","£3,999",50,Golf Course,94,180,
Glazebrook Country House Hotel,Honeymoon Suite,"£9,995",64,Country House,72,9,17,
Thorpe Park Hotel and Spa,Yes,"£7,200",140,140,117,2002,More than 50,
The Fox and Hounds Country Hotel,130,£48,£82,3,"£3,850","£7,200",50,12:00 AM
The Crazy Bear Beaconsfield,36,£55,£134,£224,16,"£3,250","£14,000",Honeymoon Suite
Friars Court,Yes,Country House,140,150,12:00 PM,2004,More than 50,
The Parlour,1900,£80,£120,Pub,200,550,08:00 AM,
Amberleigh Gardens ,Less than 10,Garden,150,80,08:00 AM,12:00 PM,1900,
Best Western Rose and Crown Hotel,,£45,£56,160,160,39,Yes,
The Allegory,1900,£80,£120,Pub,130,400,08:00 AM,
The Arches at Dean Clough,01:00 AM,"£7,000",60,Converted Mill,300,300,08:00 AM,
Shireburn Arms Hotel,21,£60,£84,60,Pub,70,70,Between 30 and 50
Hard Rock London,500,£65,£120,£80,£180,80,220,
Escot House Wedding Venue,,Country House,120,180,1990,More than 50,,
Wise Wedding Venue,1,"£6,500","£8,500",100,Garden,150,150,More than 50
Danesfield House Hotel and Spa,Honeymoon Suite,£150,£150,120,200,75,150,
"The Old House, Rochford",Less than 10,Historical venue,24,Changing Only,09:00 AM,07:00 PM,2018,
Corby Masonic Complex,200,£25,£42,50,"£2,500",60,120,
The Tokenhouse,100,£30,£50,50,"£5,000",50,Pub,
Bedern Hall,62,£30,£45,£62,£70,30,Medieval Hall,More than 50
Hilton Cobham,300,£65,£95,10,£40,50,220,More than 50
BEST WESTERN The George Hotel,2,£24,90,110,45,1900,Yes,
Batemans Visitors Centre,,"£3,995","£4,750",50,Country House,80,80,
The Fairfield Suite at Holiday Inn Birmingham-Bromsgrove,Honeymoon Suite,"£2,750","£4,899",40,180,220,110,
The Midland,Honeymoon Suite,£19,£46,50,165,200,312,
Swan Hotel at Lavenham,89,£75,£125,4,104,140,45,
The Parcel Yard,11:00 PM,"£3,500","£10,000",250,120,350,08:00 AM,
River and Rowing Museum,Changing Only,£70,£100,20,Museum,100,100,
Brandshatch Place Hotel & Spa,Honeymoon Suite,"£8,700","£13,500",70,110,150,38,
ANRÁN,,Barn,180,14,36,,,
Reach Court Farm Weddings,More than 50,Barn,140,250,08:00 AM,12:00 PM,2010,
Haarlem Mill,More than 50,Warehouse,180,Changing Only,10:00 AM,12:00 PM,2017,
Longleat,,Country House,260,500,More than 50,Yes,,
Exeter Court Hotel,62,£28,"£2,995","£4,995",50,100,120,1990
Hallmark Hotel Preston Leyland,"£2,020",£10,£15,£60,£80,10,"£2,019",Honeymoon Suite
Hazlemere Golf Club,2000,£55,£95,30,Golf Course,150,175,
The Vale Golf & Country Club,22,£40,£60,Golf Course,120,160,9,
The Roehampton Club,,Golf Course,170,Changing Only,09:00 AM,11:00 AM,,
The Mitre Hotel Hampton Court,"£15,000",£60,£95,£92,£129,40,"£5,000",Honeymoon Suite
Scalford Country House Hotel,Country House,£30,£105,30,"£2,200","£5,000",50,07:00 AM
The Beacon Kitchen Ltd,11:00 AM,£75,£175,30,Country House,65,100,30
Rock Farm Barn,01:00 AM,Barn,200,200,5,10,Honeymoon Suite,4
Christchurch Mansion,,Museum,150,1900,,,,
Basing House,Yes,Barn,250,310,09:00 AM,10:00 PM,Between 30 and 50,
The Oakwood at Ryther,2020,Country House,200,250,15,32,Honeymoon Suite,
Chichester Golf Club,12:00 AM,"£1,495","£1,995",70,Golf Course,120,150,
Amberley Castle,150,£250,13,"£16,000",40,Castle,150,Yes
The Wiltshire Hotel Golf & Leisure Club,56,£60,£90,50,Golf Course,140,200,
Farnham House Hotel,120,£46,£65,"£3,899","£9,999",City Hotel,80,
The Chimney House,12:00 AM,£46,£61,20,Warehouse,50,85,10
"The White Hart, Stamford",08:00 AM,Pub,100,150,12,28,Honeymoon Suite,
The Darenth,12:00 PM,Modern Wedding Venue,140,250,4,Honeymoon Suite,09:00 AM,
Loft Studios,2008,City Hotel,200,400,Changing Only,09:00 AM,02:00 AM,
Creslow Manor,,Country House,220,300,More than 50,Yes,,
Falcon Manor,16,£80,£100,50,Country House,80,100,2014
Kimberley Hall,More than 50,Stately Home,130,250,8,18,Honeymoon Suite,
Skylark Weddings,130,£30,£60,"£5,500","£8,500",100,Farm,
The Wallace Collection,1900,City Hotel,140,300,Changing Only,06:30 PM,12:00 PM,
Holmes Mill,39,"£3,750","£9,000",60,Mill,150,180,2016
The Ashridge Great Barn,2,"£3,350","£6,200",200,Barn,140,200,1900
Stockwood Discovery Centre & Wardown Museum & Gallery,10:00 AM,£15,60,Museum,80,100,Changing Only,3
The Elizabethan Suite at Bury Town Hall,09:00 AM,£16,£51,40,Town Hall,200,250,4
"The Bridge Hotel, Greenford",80,£22,£26,20,"£1,000","£1,000",40,09:00 AM
Hornsbury Mill,200,£8,£45,"£2,000","£9,000",80,120,12:00 PM
St Mary's London,Between 10 and 30,Place Of Worship,300,500,08:00 AM,11:00 PM,1900,
Chiltern Open Air Museum,Between 10 and 30,Museum,80,80,08:00 AM,12:00 AM,1976,
Budock Vean Hotel,Yes,120,120,56,110,1933,Between 10 and 30,
Powdermills Country House Hotel,180,£45,£85,£50,£120,60,Country House,12:00 PM
"Cliff Hotel, Gorleston",09:00 AM,£30,£93,150,250,37,Honeymoon Suite,
The Shrigley Hall Hotel and Spa,"£6,000",£61,£90,£61,£90,40,"£3,300",2
The Porchester Hall,,City Hotel,450,630,1927,More than 50,3,
The Kilnwick Percy Resort,200,"£2,545",60,Golf Course,100,160,27,More than 50
Coombe Abbey Hotel,119,£70,£110,60,Country House,350,500,Yes
Mercure Winchester Wessex Hotel,150,£50,£65,30,£50,£55,30,11:00 PM
The Globe at Hay,2008,Warehouse,85,200,Honeymoon Suite,09:00 AM,12:00 PM,
The Drift Golf Club,07:00 AM,£40,£60,30,Golf Course,90,150,8
Best Western The Gables Hotel,Honeymoon Suite,"£2,300","£4,500",50,150,150,46,
Grains Bar Hotel,Honeymoon Suite,"£4,895",60,100,150,20,49,
Rodbaston Hall,More than 50,Country House,120,175,09:00 AM,01:00 AM,2010,
Mercure Hull Grange Park Hotel,100,£75,£105,60,City Hotel,450,550,
Wycombe Museum,,Museum,250,250,09:00 AM,12:00 AM,1900,
Kensington Palace,,Palace,300,500,More than 50,7,,
Sedgebrook Hall,103,£85,£124,10,Country House,120,200,Yes
Elizabethan House Museum,Invalid date,£54,£54,25,Museum,40,40,
Harrow School,12:00 PM,School,360,360,0,0,Changing Only,
Bert’s Barrow,Between 30 and 50,Barn,120,350,08:00 AM,01:00 AM,2014,
The Plough and Harrow Hotel Birmingham,"£12,500",£19,£25,£60,£89,25,"£9,999",90
Pythouse Kitchen Garden,11:00 AM,Garden,150,200,6,24,Standard Room,25
Holmbush Estate - Wedding Venue,"£13,200",£17,£42,£67,£165,80,"£10,400",Changing Only
Emirates Spinnaker Tower,04:00 PM,"£4,900","£4,900",100,Museum,100,200,3
Hautbois Hall,4,"£3,500","£6,700",130,Country House,130,150,2002
Cornish Tipi Weddings,09:00 AM,Garden,300,300,20,300,Honeymoon Suite,8
The Anthologist,800,£80,£120,£80,£120,Pub,400,
Rudding Park,200,£120,£200,50,"£6,200","£15,000",50,
Scaplen's Court,6,Museum,60,80,1980,More than 50,Yes,
Ventnor Botanic Gardens,More than 50,Garden,150,3,6,Honeymoon Suite,12:00 PM,
The Devonshire Arms Hotel & Spa,120,£40,£55,£100,£165,12,90,Yes
The Liner Hotel At Liverpool,02:00 AM,250,500,152,306,Honeymoon Suite,11:00 AM,
Farington Lodge Hotel,More than 50,Country House,150,150,27,Honeymoon Suite,1900,
Belchamp Hall,12:00 PM,Country House,50,100,4,8,Honeymoon Suite,
The Brownsover Hall Hotel,Country House,£55,£75,40,"£9,995","£9,995",80,1900
Hampton Court Palace Golf Club,120,£105,£150,50,"£5,000","£9,000",Golf Course,2001
Lanes Hotel,Honeymoon Suite,£55,£70,100,100,30,66,Yes
Queens Hotel and Spa,200,£59,£79,"£1,999","£3,699",50,180,Yes
Sage Gateshead,12:00 PM,£90,£115,Landmark music venue,550,Changing Only,09:00 AM,
Upton Country Park,More than 50,Country House,70,150,Changing Only,08:00 AM,12:00 AM,
The Redworth Hall Hotel,220,£30,£89,40,£30,£84,180,1:00 am
Banking Hall,Changing Only,£140,£200,120,City Hotel,280,800,15
Best Western Derwent Manor Hotel,48,£35,£55,"£3,520","£13,000",200,300,
Hotel Indigo Durham,166,£55,£75,30,60,80,83,Between 10 and 30
Thornbury Castle,27,"£8,925","£13,212",50,Castle,75,120,Yes
Devonport Guildhall,More than 50,City Hotel,100,200,09:00 AM,12:00 AM,2010,
Denton Hall,Honeymoon Suite,£120,Country House,100,160,26,48,Yes
Dulwich College Events,More than 50,School,240,300,10:00 AM,12:00 PM,1993,
Royal Windsor Racecourse,09:00 PM,£70,£120,50,Sporting Venue,250,300,
Mill Hall,More than 50,Country House,120,120,Changing Only,09:00 AM,2006,
The Kia Oval,£95,£45,£95,£45,£95,60,£45,Changing Only
Enchanted Woodland Weddings,90,"£3,500","£8,500",Garden,120,120,9,4
The Royal Hotel Scarborough,08:00 AM,"£1,999","£4,999",50,50,50,Honeymoon Suite,
Cressbrook Hall,12:00 AM,Country House,120,150,19,40,Honeymoon Suite,
Rosslyn Hill Chapel,Yes,Place Of Worship,150,150,09:00 AM,06:00 PM,More than 50,
Three Daggers Microbrewery,12:00 PM,Craft Ales Brew,50,50,9,18,Honeymoon Suite,50
Orchardleigh House & Estate,85,"£4,212",80,Country House,162,162,41,More than 50
Penshurst Place and Gardens,Yes,Country House,136,200,12:00 PM,1942,More than 50,
The Barn At Drovers,01:00 AM,Barn,80,80,20,Honeymoon Suite,10:00 AM,
Dorfold Hall,10:00 AM,Country House,200,220,10,20,Honeymoon Suite,5
"Heathfield Estate, New Forest ",08:00 AM,Country House,200,200,24,48,Honeymoon Suite,
Goodwood House,1697,Stately Home,180,245,101,200,Honeymoon Suite,
Foxhills Club & Resort,140,£100,30,Country House,160,160,70,Yes
The London Canal Museum,1992,Museum,120,200,Changing Only,05:00 PM,11:00 PM,
Maison Talbooth,70,£45,£60,£200,£375,24,32,12:00 PM
Weddings at The University of Manchester,Yes,City Hotel,300,450,Invalid date,1900,Between 30 and 50,
Rossington Hall,48,"£9,049",80,Country House,150,250,21,More than 50
Knowsley Hall,17,"£10,805","£12,830",60,Stately Home,132,200,1385
Tylney Hall Hotel & Gardens,,Country House,120,120,Yes,,,
Aston Wood Golf Club,1994,"£2,400","£5,900",80,Golf Course,180,200,
The Mansion House,09:30 AM,Country House,82,130,5,10,Honeymoon Suite,
Cantley House Hotel,100,£79,£145,50,"£3,950","£19,500",Country House,12:00 PM
Mour Hotel,140,£10,£85,10,"£4,995","£7,495",120,01:00 AM
Wyck Hill House Hotel and Spa,60,120,200,55,110,2010,Between 10 and 30,
Lusty Glaze Beach,12:00 PM,Garden,120,250,4,10,09:30 AM,
Eshott Hall,,£80,Country House,100,100,17,Yes,
Chewton Glen Hotel & Spa,140,£172,£420,40,"£5,000","£6,500",2,
Lulworth Castle,1900,Castle,120,150,Changing Only,09:00 AM,12:00 AM,
Barnsgate Manor,02:00 PM,£50,£70,Country House,200,200,Changing Only,20
Stock Brook Country Club,01:00 AM,Country House,300,500,24,52,10:00 AM,
Three Rivers Golf and Country Club,12:00 AM,Country House,500,600,8,Honeymoon Suite,9:00 AM,
"Walcot Hall, Scunthorpe",400,"£1,800","£6,899","£1,800","£6,899",Country House,400,More than 50
Red Row Estate,250,£89,£150,30,"£1,800",30,Garden,More than 50
Wynyard Hall Hotel & Spa,90,£99,£170,Country House,600,250,19,
Slaugham Place,100,£51,£95,£150,50,"£9,500","£15,000",07:00 AM
The Spread Eagle Hotel,160,£45,£77,2,"£2,520","£5,450",60,More than 50
Nunsmere Hall Hotel,60,£90,£140,£50,£140,£500,"£5,000",80
The Green House,64,£77,£110,2,74,110,32,35
"Banqueting Suite, Birmingham Council House",350,£34,£49,"£5,000","£5,000",City Hotel,180,
Bartle Hall Hotel,,City Hotel,120,260,15,30,Honeymoon Suite,
Colehayes Park,03:00 PM,Country House,80,150,21,70,Honeymoon Suite,2
Skipbridge Country Weddings,38,"£9,000","£9,000",Garden,200,200,15,Yes
The Ritz Hotel,07:00 AM,£79,City Hotel,72,250,136,Standard Room,
10-11 Carlton House Terrace,Between 10 and 30,City Hotel,100,130,Changing Only,12:00 PM,2009,
Folly Farm Centre,150,£35,"£8,750","£11,950",50,Barn,150,12:00 PM
Stoke Place,39,£110,£155,80,Stately Home,200,200,More than 50
Cookridge Hall,Country House,£50,£100,50,"£1,995","£5,495",50,01:00 AM
Penmorvah Manor Hotel,12:00 AM,Country House,120,120,27,60,Honeymoon Suite,
Hilton Brighton Metropole,01:00 AM,£74,800,1000,340,Honeymoon Suite,08:00 AM,
Stoke Rochford Hall,90,£100,£150,30,Country House,120,200,
Stoneleigh Abbey,Yes,Stately Home,350,400,09:00 AM,11:45 PM,More than 50,
Victoria Warehouse,36,£24,£107,70,Warehouse,250,400,2015
Charlton House & Gardens,2013,Country House,120,120,Changing Only,08:00 AM,11:00 PM,
The Thatch Barn,Between 30 and 50,Barn,100,120,08:00 AM,12:00 PM,2014,
Thornbury Golf & Lodge,11,£34,£75,40,Golf Course,120,200,More than 50
Sulgrave Manor,More than 50,Country House,100,150,09:00 AM,12:00 PM,1914,
Cooling Castle Barn,,Barn,160,250,15,30,1996,
Sunbeam Studios,Changing Only,£170,£190,80,City Hotel,180,230,3
